#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q01094	uniprotkb:P50613	intact:EBI-448924|uniprotkb:Q13143|uniprotkb:Q92768	intact:EBI-1245958|uniprotkb:Q9BS60|uniprotkb:Q9UE19	psi-mi:e2f1_human(display_long)|uniprotkb:Retinoblastoma-associated protein 1(gene name synonym)|uniprotkb:Retinoblastoma-binding protein 3(gene name synonym)|uniprotkb:PBR3(gene name synonym)|uniprotkb:E2F1(gene name)|psi-mi:E2F1(display_short)|uniprotkb:RBBP3(gene name synonym)|uniprotkb:pRB-binding protein E2F-1(gene name synonym)	psi-mi:cdk7_human(display_long)|uniprotkb:CDK7(gene name)|psi-mi:CDK7(display_short)|uniprotkb:MO15(gene name synonym)|uniprotkb:CAK(gene name synonym)|uniprotkb:CAK1(gene name synonym)|uniprotkb:TFIIH basal transcription factor complex kinase subunit(gene name synonym)|uniprotkb:39 kDa protein kinase(gene name synonym)|uniprotkb:CDKN7(gene name synonym)|uniprotkb:STK1(gene name synonym)|uniprotkb:Cell division protein kinase 7(gene name synonym)|uniprotkb:CDK-activating kinase 1(gene name synonym)|uniprotkb:Serine/threonine-protein kinase 1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599707|imex:IM-18729-7	intact-miscore:0.40
uniprotkb:P46109	uniprotkb:P00533	intact:EBI-910|uniprotkb:A8KA44|intact:EBI-3451075|uniprotkb:D3DX35	intact:EBI-297353|uniprotkb:Q9BZS2|uniprotkb:Q9GZX1|uniprotkb:Q9H2C9|uniprotkb:Q9H3C9|uniprotkb:Q9UMD7|uniprotkb:Q9UMD8|uniprotkb:Q9UMG5|uniprotkb:O00688|uniprotkb:O00732|uniprotkb:P06268|uniprotkb:Q14225|uniprotkb:Q92795|uniprotkb:Q68GS5|dip:DIP-405N	psi-mi:crkl_human(display_long)|uniprotkb:CRKL(gene name)|psi-mi:CRKL(display_short)	psi-mi:egfr_human(display_long)|uniprotkb:ERBB1(gene name synonym)|uniprotkb:EGFR(gene name)|psi-mi:EGFR(display_short)|uniprotkb:Receptor tyrosine-protein kinase erbB-1(gene name synonym)|uniprotkb:Proto-oncogene c-ErbB-1(gene name synonym)|uniprotkb:ERBB(gene name synonym)|uniprotkb:HER1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599734|imex:IM-18729-10	intact-miscore:0.69
uniprotkb:Q99741	uniprotkb:Q01094	intact:EBI-374862|uniprotkb:Q8TB30	intact:EBI-448924|uniprotkb:Q13143|uniprotkb:Q92768	psi-mi:cdc6_human(display_long)|uniprotkb:CDC6(gene name)|psi-mi:CDC6(display_short)|uniprotkb:CDC18L(gene name synonym)|uniprotkb:CDC6-related protein(gene name synonym)|uniprotkb:"p62(cdc6)"(gene name synonym)|uniprotkb:Cdc18-related protein(gene name synonym)	psi-mi:e2f1_human(display_long)|uniprotkb:Retinoblastoma-associated protein 1(gene name synonym)|uniprotkb:Retinoblastoma-binding protein 3(gene name synonym)|uniprotkb:PBR3(gene name synonym)|uniprotkb:E2F1(gene name)|psi-mi:E2F1(display_short)|uniprotkb:RBBP3(gene name synonym)|uniprotkb:pRB-binding protein E2F-1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599770|imex:IM-18729-14	intact-miscore:0.40
uniprotkb:P17948	uniprotkb:P35222	intact:EBI-1026718|uniprotkb:B0LPF1|uniprotkb:B3FR89|uniprotkb:B5A923|uniprotkb:O60722|uniprotkb:P16057|uniprotkb:Q12954|uniprotkb:A8KA71|uniprotkb:B2BF48|uniprotkb:A3E342|uniprotkb:A3E344|uniprotkb:B2BF46|uniprotkb:B2BF47|uniprotkb:F5H5L6	intact:EBI-491549|uniprotkb:Q8NEW9|uniprotkb:Q8NI94|uniprotkb:Q9H391|dip:DIP-122N|intact:EBI-491563|uniprotkb:A8K1L7	psi-mi:vgfr1_human(display_long)|uniprotkb:Vascular permeability factor receptor(gene name synonym)|uniprotkb:Tyrosine-protein kinase receptor FLT(gene name synonym)|uniprotkb:Tyrosine-protein kinase FRT(gene name synonym)|uniprotkb:Fms-like tyrosine kinase 1(gene name synonym)|uniprotkb:FLT1(gene name)|psi-mi:FLT1(display_short)|uniprotkb:FLT(gene name synonym)|uniprotkb:FRT(gene name synonym)|uniprotkb:VEGFR1(gene name synonym)	psi-mi:ctnb1_human(display_long)|uniprotkb:Beta-catenin(gene name synonym)|uniprotkb:OK/SW-cl.35(orf name)|uniprotkb:PRO2286(orf name)|uniprotkb:CTNNB1(gene name)|psi-mi:CTNNB1(display_short)|uniprotkb:CTNNB(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599761|imex:IM-18729-13	intact-miscore:0.40
uniprotkb:P08631	uniprotkb:P42338	intact:EBI-346340|uniprotkb:Q29RX1|uniprotkb:Q2VPE2|uniprotkb:Q504R5|uniprotkb:Q5T7K1|uniprotkb:Q5T7K2|uniprotkb:Q96CC0|uniprotkb:Q9H5Y5|uniprotkb:Q9NUA4|uniprotkb:Q9UMJ5|uniprotkb:B4DQB6|dip:DIP-1051N|uniprotkb:E1P5M2|uniprotkb:A8K1I1	intact:EBI-2609540|uniprotkb:D3DNF0|uniprotkb:Q24JU2	psi-mi:hck_human(display_long)|uniprotkb:HCK(gene name)|psi-mi:HCK(display_short)|uniprotkb:Hemopoietic cell kinase(gene name synonym)|uniprotkb:p59-HCK/p60-HCK(gene name synonym)|uniprotkb:Hematopoietic cell kinase(gene name synonym)|uniprotkb:p59Hck(gene name synonym)|uniprotkb:p61Hck(gene name synonym)	psi-mi:pk3cb_human(display_long)|uniprotkb:PIK3CB(gene name)|psi-mi:PIK3CB(display_short)|uniprotkb:PIK3C1(gene name synonym)|uniprotkb:Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599833|imex:IM-18729-21	intact-miscore:0.40
uniprotkb:P00533	uniprotkb:P08631	intact:EBI-297353|uniprotkb:Q9BZS2|uniprotkb:Q9GZX1|uniprotkb:Q9H2C9|uniprotkb:Q9H3C9|uniprotkb:Q9UMD7|uniprotkb:Q9UMD8|uniprotkb:Q9UMG5|uniprotkb:O00688|uniprotkb:O00732|uniprotkb:P06268|uniprotkb:Q14225|uniprotkb:Q92795|uniprotkb:Q68GS5|dip:DIP-405N	intact:EBI-346340|uniprotkb:Q29RX1|uniprotkb:Q2VPE2|uniprotkb:Q504R5|uniprotkb:Q5T7K1|uniprotkb:Q5T7K2|uniprotkb:Q96CC0|uniprotkb:Q9H5Y5|uniprotkb:Q9NUA4|uniprotkb:Q9UMJ5|uniprotkb:B4DQB6|dip:DIP-1051N|uniprotkb:E1P5M2|uniprotkb:A8K1I1	psi-mi:egfr_human(display_long)|uniprotkb:ERBB1(gene name synonym)|uniprotkb:EGFR(gene name)|psi-mi:EGFR(display_short)|uniprotkb:Receptor tyrosine-protein kinase erbB-1(gene name synonym)|uniprotkb:Proto-oncogene c-ErbB-1(gene name synonym)|uniprotkb:ERBB(gene name synonym)|uniprotkb:HER1(gene name synonym)	psi-mi:hck_human(display_long)|uniprotkb:HCK(gene name)|psi-mi:HCK(display_short)|uniprotkb:Hemopoietic cell kinase(gene name synonym)|uniprotkb:p59-HCK/p60-HCK(gene name synonym)|uniprotkb:Hematopoietic cell kinase(gene name synonym)|uniprotkb:p59Hck(gene name synonym)|uniprotkb:p61Hck(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599779|imex:IM-18729-15	intact-miscore:0.57
uniprotkb:P17948	uniprotkb:P27986	intact:EBI-1026718|uniprotkb:B0LPF1|uniprotkb:B3FR89|uniprotkb:B5A923|uniprotkb:O60722|uniprotkb:P16057|uniprotkb:Q12954|uniprotkb:A8KA71|uniprotkb:B2BF48|uniprotkb:A3E342|uniprotkb:A3E344|uniprotkb:B2BF46|uniprotkb:B2BF47|uniprotkb:F5H5L6	intact:EBI-79464|uniprotkb:Q15747|uniprotkb:Q4VBZ7|uniprotkb:Q53EM6|uniprotkb:Q8IXA2|uniprotkb:Q8N1C5|dip:DIP-119N|uniprotkb:D3DWA0|uniprotkb:B3KT19|uniprotkb:E7EX19	psi-mi:vgfr1_human(display_long)|uniprotkb:Vascular permeability factor receptor(gene name synonym)|uniprotkb:Tyrosine-protein kinase receptor FLT(gene name synonym)|uniprotkb:Tyrosine-protein kinase FRT(gene name synonym)|uniprotkb:Fms-like tyrosine kinase 1(gene name synonym)|uniprotkb:FLT1(gene name)|psi-mi:FLT1(display_short)|uniprotkb:FLT(gene name synonym)|uniprotkb:FRT(gene name synonym)|uniprotkb:VEGFR1(gene name synonym)	psi-mi:p85a_human(display_long)|uniprotkb:PIK3R1(gene name)|psi-mi:PIK3R1(display_short)|uniprotkb:GRB1(gene name synonym)|uniprotkb:Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599797|imex:IM-18729-17	intact-miscore:0.56
uniprotkb:P19174	uniprotkb:P17948	intact:EBI-79387|uniprotkb:Q2V575|uniprotkb:B9EGH4|uniprotkb:B7ZLY7|uniprotkb:E1P5W4|intact:EBI-3959906	intact:EBI-1026718|uniprotkb:B0LPF1|uniprotkb:B3FR89|uniprotkb:B5A923|uniprotkb:O60722|uniprotkb:P16057|uniprotkb:Q12954|uniprotkb:A8KA71|uniprotkb:B2BF48|uniprotkb:A3E342|uniprotkb:A3E344|uniprotkb:B2BF46|uniprotkb:B2BF47|uniprotkb:F5H5L6	psi-mi:plcg1_human(display_long)|uniprotkb:PLC-148(gene name synonym)|uniprotkb:PLC1(gene name synonym)|uniprotkb:Phospholipase C-II(gene name synonym)|uniprotkb:PLCG1(gene name)|psi-mi:PLCG1(display_short)|uniprotkb:Phosphoinositide phospholipase C-gamma-1(gene name synonym)|uniprotkb:Phospholipase C-gamma-1(gene name synonym)	psi-mi:vgfr1_human(display_long)|uniprotkb:Vascular permeability factor receptor(gene name synonym)|uniprotkb:Tyrosine-protein kinase receptor FLT(gene name synonym)|uniprotkb:Tyrosine-protein kinase FRT(gene name synonym)|uniprotkb:Fms-like tyrosine kinase 1(gene name synonym)|uniprotkb:FLT1(gene name)|psi-mi:FLT1(display_short)|uniprotkb:FLT(gene name synonym)|uniprotkb:FRT(gene name synonym)|uniprotkb:VEGFR1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599806|imex:IM-18729-18	intact-miscore:0.40
uniprotkb:Q05397	uniprotkb:P17948	intact:EBI-702142|uniprotkb:Q14291|uniprotkb:Q9UD85|intact:EBI-11047590|uniprotkb:J3QT16|uniprotkb:Q8IYN9|uniprotkb:B4E2N6|uniprotkb:F5H4S4	intact:EBI-1026718|uniprotkb:B0LPF1|uniprotkb:B3FR89|uniprotkb:B5A923|uniprotkb:O60722|uniprotkb:P16057|uniprotkb:Q12954|uniprotkb:A8KA71|uniprotkb:B2BF48|uniprotkb:A3E342|uniprotkb:A3E344|uniprotkb:B2BF46|uniprotkb:B2BF47|uniprotkb:F5H5L6	psi-mi:fak1_human(display_long)|uniprotkb:PTK2(gene name)|psi-mi:PTK2(display_short)|uniprotkb:FAK(gene name synonym)|uniprotkb:FAK1(gene name synonym)|uniprotkb:pp125FAK(gene name synonym)|uniprotkb:Protein-tyrosine kinase 2(gene name synonym)|uniprotkb:Focal adhesion kinase-related nonkinase(gene name synonym)|uniprotkb:Protein phosphatase 1 regulatory subunit 71(gene name synonym)|uniprotkb:p125FAK(gene name synonym)	psi-mi:vgfr1_human(display_long)|uniprotkb:Vascular permeability factor receptor(gene name synonym)|uniprotkb:Tyrosine-protein kinase receptor FLT(gene name synonym)|uniprotkb:Tyrosine-protein kinase FRT(gene name synonym)|uniprotkb:Fms-like tyrosine kinase 1(gene name synonym)|uniprotkb:FLT1(gene name)|psi-mi:FLT1(display_short)|uniprotkb:FLT(gene name synonym)|uniprotkb:FRT(gene name synonym)|uniprotkb:VEGFR1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599815|imex:IM-18729-19	intact-miscore:0.40
uniprotkb:Q06124	uniprotkb:P17948	intact:EBI-297779|uniprotkb:Q96HD7|uniprotkb:A8K1D9|intact:EBI-14351608|intact:EBI-11988773|intact:EBI-13004965	intact:EBI-1026718|uniprotkb:B0LPF1|uniprotkb:B3FR89|uniprotkb:B5A923|uniprotkb:O60722|uniprotkb:P16057|uniprotkb:Q12954|uniprotkb:A8KA71|uniprotkb:B2BF48|uniprotkb:A3E342|uniprotkb:A3E344|uniprotkb:B2BF46|uniprotkb:B2BF47|uniprotkb:F5H5L6	psi-mi:ptn11_human(display_long)|uniprotkb:PTPN11(gene name)|psi-mi:PTPN11(display_short)|uniprotkb:PTP2C(gene name synonym)|uniprotkb:SHPTP2(gene name synonym)|uniprotkb:Protein-tyrosine phosphatase 2C(gene name synonym)|uniprotkb:Protein-tyrosine phosphatase 1D(gene name synonym)|uniprotkb:SH-PTP3(gene name synonym)|uniprotkb:SH-PTP2(gene name synonym)	psi-mi:vgfr1_human(display_long)|uniprotkb:Vascular permeability factor receptor(gene name synonym)|uniprotkb:Tyrosine-protein kinase receptor FLT(gene name synonym)|uniprotkb:Tyrosine-protein kinase FRT(gene name synonym)|uniprotkb:Fms-like tyrosine kinase 1(gene name synonym)|uniprotkb:FLT1(gene name)|psi-mi:FLT1(display_short)|uniprotkb:FLT(gene name synonym)|uniprotkb:FRT(gene name synonym)|uniprotkb:VEGFR1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599824|imex:IM-18729-20	intact-miscore:0.40
uniprotkb:P19174	uniprotkb:P08631	intact:EBI-79387|uniprotkb:Q2V575|uniprotkb:B9EGH4|uniprotkb:B7ZLY7|uniprotkb:E1P5W4|intact:EBI-3959906	intact:EBI-346340|uniprotkb:Q29RX1|uniprotkb:Q2VPE2|uniprotkb:Q504R5|uniprotkb:Q5T7K1|uniprotkb:Q5T7K2|uniprotkb:Q96CC0|uniprotkb:Q9H5Y5|uniprotkb:Q9NUA4|uniprotkb:Q9UMJ5|uniprotkb:B4DQB6|dip:DIP-1051N|uniprotkb:E1P5M2|uniprotkb:A8K1I1	psi-mi:plcg1_human(display_long)|uniprotkb:PLC-148(gene name synonym)|uniprotkb:PLC1(gene name synonym)|uniprotkb:Phospholipase C-II(gene name synonym)|uniprotkb:PLCG1(gene name)|psi-mi:PLCG1(display_short)|uniprotkb:Phosphoinositide phospholipase C-gamma-1(gene name synonym)|uniprotkb:Phospholipase C-gamma-1(gene name synonym)	psi-mi:hck_human(display_long)|uniprotkb:HCK(gene name)|psi-mi:HCK(display_short)|uniprotkb:Hemopoietic cell kinase(gene name synonym)|uniprotkb:p59-HCK/p60-HCK(gene name synonym)|uniprotkb:Hematopoietic cell kinase(gene name synonym)|uniprotkb:p59Hck(gene name synonym)|uniprotkb:p61Hck(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599842|imex:IM-18729-22	intact-miscore:0.40
uniprotkb:Q07889	uniprotkb:P08631	intact:EBI-297487|uniprotkb:A8K2G3|uniprotkb:B4DXG2	intact:EBI-346340|uniprotkb:Q29RX1|uniprotkb:Q2VPE2|uniprotkb:Q504R5|uniprotkb:Q5T7K1|uniprotkb:Q5T7K2|uniprotkb:Q96CC0|uniprotkb:Q9H5Y5|uniprotkb:Q9NUA4|uniprotkb:Q9UMJ5|uniprotkb:B4DQB6|dip:DIP-1051N|uniprotkb:E1P5M2|uniprotkb:A8K1I1	psi-mi:sos1_human(display_long)|uniprotkb:SOS1(gene name)|psi-mi:SOS1(display_short)	psi-mi:hck_human(display_long)|uniprotkb:HCK(gene name)|psi-mi:HCK(display_short)|uniprotkb:Hemopoietic cell kinase(gene name synonym)|uniprotkb:p59-HCK/p60-HCK(gene name synonym)|uniprotkb:Hematopoietic cell kinase(gene name synonym)|uniprotkb:p59Hck(gene name synonym)|uniprotkb:p61Hck(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599851|imex:IM-18729-23	intact-miscore:0.71
uniprotkb:P17948	uniprotkb:P08631	intact:EBI-1026718|uniprotkb:B0LPF1|uniprotkb:B3FR89|uniprotkb:B5A923|uniprotkb:O60722|uniprotkb:P16057|uniprotkb:Q12954|uniprotkb:A8KA71|uniprotkb:B2BF48|uniprotkb:A3E342|uniprotkb:A3E344|uniprotkb:B2BF46|uniprotkb:B2BF47|uniprotkb:F5H5L6	intact:EBI-346340|uniprotkb:Q29RX1|uniprotkb:Q2VPE2|uniprotkb:Q504R5|uniprotkb:Q5T7K1|uniprotkb:Q5T7K2|uniprotkb:Q96CC0|uniprotkb:Q9H5Y5|uniprotkb:Q9NUA4|uniprotkb:Q9UMJ5|uniprotkb:B4DQB6|dip:DIP-1051N|uniprotkb:E1P5M2|uniprotkb:A8K1I1	psi-mi:vgfr1_human(display_long)|uniprotkb:Vascular permeability factor receptor(gene name synonym)|uniprotkb:Tyrosine-protein kinase receptor FLT(gene name synonym)|uniprotkb:Tyrosine-protein kinase FRT(gene name synonym)|uniprotkb:Fms-like tyrosine kinase 1(gene name synonym)|uniprotkb:FLT1(gene name)|psi-mi:FLT1(display_short)|uniprotkb:FLT(gene name synonym)|uniprotkb:FRT(gene name synonym)|uniprotkb:VEGFR1(gene name synonym)	psi-mi:hck_human(display_long)|uniprotkb:HCK(gene name)|psi-mi:HCK(display_short)|uniprotkb:Hemopoietic cell kinase(gene name synonym)|uniprotkb:p59-HCK/p60-HCK(gene name synonym)|uniprotkb:Hematopoietic cell kinase(gene name synonym)|uniprotkb:p59Hck(gene name synonym)|uniprotkb:p61Hck(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599788|imex:IM-18729-16	intact-miscore:0.40
uniprotkb:P27361	uniprotkb:P28482	intact:EBI-73995|uniprotkb:B0LPG3|uniprotkb:A8CZ58|uniprotkb:Q8NHX1	intact:EBI-959949|uniprotkb:A8CZ64	psi-mi:mk03_human(display_long)|uniprotkb:ERT2(gene name synonym)|uniprotkb:MAP kinase isoform p44(gene name synonym)|uniprotkb:Microtubule-associated protein 2 kinase(gene name synonym)|uniprotkb:Extracellular signal-regulated kinase 1(gene name synonym)|uniprotkb:Insulin-stimulated MAP2 kinase(gene name synonym)|uniprotkb:p44-ERK1(gene name synonym)|uniprotkb:MAPK3(gene name)|psi-mi:MAPK3(display_short)|uniprotkb:ERK1(gene name synonym)|uniprotkb:PRKM3(gene name synonym)	psi-mi:mk01_human(display_long)|uniprotkb:MAPK1(gene name)|psi-mi:MAPK1(display_short)|uniprotkb:ERK2(gene name synonym)|uniprotkb:PRKM1(gene name synonym)|uniprotkb:Extracellular signal-regulated kinase 2(gene name synonym)|uniprotkb:Mitogen-activated protein kinase 2(gene name synonym)|uniprotkb:MAP kinase isoform p42(gene name synonym)|uniprotkb:ERT1(gene name synonym)|uniprotkb:PRKM2(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599869|imex:IM-18729-25	intact-miscore:0.56
uniprotkb:Q99741	uniprotkb:P33993	intact:EBI-374862|uniprotkb:Q8TB30	intact:EBI-355924|uniprotkb:Q15076|uniprotkb:Q96D34|uniprotkb:Q96GL1|uniprotkb:A4D2A1|uniprotkb:A4D2A2|uniprotkb:E9PGN9	psi-mi:cdc6_human(display_long)|uniprotkb:CDC6(gene name)|psi-mi:CDC6(display_short)|uniprotkb:CDC18L(gene name synonym)|uniprotkb:CDC6-related protein(gene name synonym)|uniprotkb:"p62(cdc6)"(gene name synonym)|uniprotkb:Cdc18-related protein(gene name synonym)	psi-mi:mcm7_human(display_long)|uniprotkb:MCM7(gene name)|psi-mi:MCM7(display_short)|uniprotkb:CDC47(gene name synonym)|uniprotkb:MCM2(gene name synonym)|uniprotkb:CDC47 homolog(gene name synonym)|uniprotkb:P1.1-MCM3(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599878|imex:IM-18729-26	intact-miscore:0.40
uniprotkb:P04049	uniprotkb:P09619	intact:EBI-365996|uniprotkb:B0LPH8|uniprotkb:Q15278|uniprotkb:Q9UC20|uniprotkb:B2R5N3|dip:DIP-1048N	intact:EBI-641237|uniprotkb:Q8N5L4|uniprotkb:B5A957	psi-mi:raf1_human(display_long)|uniprotkb:RAF1(gene name)|psi-mi:RAF1(display_short)|uniprotkb:RAF(gene name synonym)|uniprotkb:Proto-oncogene c-RAF(gene name synonym)|uniprotkb:Raf-1(gene name synonym)	psi-mi:pgfrb_human(display_long)|uniprotkb:CD140 antigen-like family member B(gene name synonym)|uniprotkb:PDGFRB(gene name)|psi-mi:PDGFRB(display_short)|uniprotkb:Beta-type platelet-derived growth factor receptor(gene name synonym)|uniprotkb:PDGFR(gene name synonym)|uniprotkb:Platelet-derived growth factor receptor 1(gene name synonym)|uniprotkb:Beta platelet-derived growth factor receptor(gene name synonym)|uniprotkb:PDGFR1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599887|imex:IM-18729-27	intact-miscore:0.40
uniprotkb:O14745	uniprotkb:P09619	intact:EBI-349787|uniprotkb:O43552|uniprotkb:Q86WQ5|uniprotkb:B3KY21|intact:EBI-15579389	intact:EBI-641237|uniprotkb:Q8N5L4|uniprotkb:B5A957	psi-mi:nhrf1_human(display_long)|uniprotkb:SLC9A3R1(gene name)|psi-mi:SLC9A3R1(display_short)|uniprotkb:NHERF(gene name synonym)|uniprotkb:NHERF1(gene name synonym)|uniprotkb:Ezrin-radixin-moesin-binding phosphoprotein 50(gene name synonym)|uniprotkb:"Regulatory cofactor of Na(+)/H(+) exchanger"(gene name synonym)|uniprotkb:Sodium-hydrogen exchanger regulatory factor 1(gene name synonym)|uniprotkb:Solute carrier family 9 isoform A3 regulatory factor 1(gene name synonym)	psi-mi:pgfrb_human(display_long)|uniprotkb:CD140 antigen-like family member B(gene name synonym)|uniprotkb:PDGFRB(gene name)|psi-mi:PDGFRB(display_short)|uniprotkb:Beta-type platelet-derived growth factor receptor(gene name synonym)|uniprotkb:PDGFR(gene name synonym)|uniprotkb:Platelet-derived growth factor receptor 1(gene name synonym)|uniprotkb:Beta platelet-derived growth factor receptor(gene name synonym)|uniprotkb:PDGFR1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liu et al. (2013)	pubmed:23397142|imex:IM-18729|psi-mi:"MI:0813"	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6599896|imex:IM-18729-28	intact-miscore:0.74
